species_id,volume,flower_color_free_text,color_category
"2. Leucomeris  spectabilis  D.  Don,  Prodr.  Fl.  Nepal.  179.  1825; Hook.f.,",13,flowers pale yellow,YELLOW
8. Piloselloides  (Less.)  C.  Jeffrey,13,"ray florets uniseriate, purplish outside and white tinged purple inside",WHITE
9. Uechtritzia  Freyn.,13,ray florets pale pink,PINK
2. Pseudojacobineae,13,no flower colour mentioned,UNKNOWN
1. Eusenecioneae,13,"flowers yellow, pink, white or brick red",WHITE
5. Emilia,13,no flower colour mentioned,UNKNOWN
1. Cacalia,13,"capitula pink or brick red, yellow",YELLOW
6. Erechtites,13,no flower colour mentioned,UNKNOWN
3. Dorouicum,13,no flower colour mentioned,UNKNOWN
1. Cacalia  L.,13,"flowers white, pink",WHITE
5. C.  peutaloba,13,no flower colour mentioned,UNKNOWN
1. Cacalia  chenopodifolia  (DC.) Kitam.  ex H.  Koyama  in Mem.  Fac.  Sci.,13,no flower colour mentioned,UNKNOWN
"2. Cacalia  chola  (W.W.  Smith)  R.  Mathur  in  R.R.  Rao  et  al,  Fl.  Ind.",13,no flower colour mentioned,UNKNOWN
"3. Cacalia  levingii  (C.B.  Clarke)  R.  Mathur  in R.R.  Rao  et  al.,  Fl.,  Ind.",13,no flower colour mentioned,UNKNOWN
4. Cacalia mortonii (C.B. Clarke) Kitam.  ex H. Koyama  in Mem.  Fac.Sci.,13,flowers yellow,YELLOW
5. Cacalia  pentaloba  Hand.-Mazz.  in  Acta  Hort.  Gotob.  12: 298.  1938.,13,no flower colour mentioned,UNKNOWN
1973. S.  duthiei  M.A.  Rau  in  High'Alt.  Fl.  PI.  135.  1975.,13,no flower colour mentioned,UNKNOWN
2. Cissampeiopsis  (DC.)  Miq.,13,"disc florets white, pinkish or yellow",WHITE
4. C.  corifolia,13,ray florets yellow or pink,YELLOW
5. C.  coryinbosa,13,no flower colour mentioned,UNKNOWN
2. C.  buiiualia,13,no flower colour mentioned,UNKNOWN
1. Cissampelopsis  ansteadi  (Tad.  &  Jacob)  C.  Jeffrey  &  Y.L.  Chen  in,13,no flower colour mentioned,UNKNOWN
2. Cissampelopsis  buimalia  (Buch.-Ham.  ex  D.  Don)  C.  Jeffrey  &  Y.L.,13,flowers yellow,YELLOW
3. Cissampelopsis  calcadensis  (Ramasw.)  C. Jeffrey  & Y.L.  Chen  in Kew,13,flowers pink,PINK
4. Cissampelopsis  corilolia  C.  Jeffrey  & Y.L.  Chen  in  Kew  Bull.  39(2):,13,"disc florets yellow, cream or pinkish-white",WHITE
5. Cissampelopsis  corymbosa  (Wallich  ex  DC.)  C.  Jeffrey  &  Y.L.  Chen,13,flowers white,WHITE
"6. Cissampelopsis  volubilis  (Blume)  Miq.,  Fl.  Ind.  Bat.  2:  103.  1856.",13,no flower colour mentioned,UNKNOWN
7. Cissampelopsis  walked  (Am.)  C.  Jeffrey  &  Y.L.  Chen  in  Kew  Bull.,13,no flower colour mentioned,UNKNOWN
3. Crassocephalum  Moench.,13,disc florets pink to brick red or dark orange,PINK
2. D.  purdaliancb.es,13,no flower colour mentioned,UNKNOWN
"1881. Herbs, stout, erect 30-45 cm high, puberulous; stems simple, erect,  reddish-",13,flowers yellow,YELLOW
"2. Doronicum  pardalianches  L.,  Sp.  PI.  885.  1753.",13,no flower colour mentioned,UNKNOWN
"3. Doronicum  roylei  D C ,  Prodr.  6:  321.  1838; Hook.f.,  Fl.  Brit.  India",13,flowers yellow,YELLOW
5. Emilia  Cass.,13,"capitula blue, purple, pink or scarlet red",PINK
1. Emilia  alstonii  Fosberg  in  Ceylon.  J.  Sci.  (Bio.  Sci.)  10: 66.  1972.,13,flowers bright purple,PURPLE/BLUE
2. Emilia  exserta  Fosb'erg  in  Ceylon  J.  Sci.  (Bio.  Sci.)  10:  65.  1972.,13,flowers pinkish lavender,PINK
3. Emilia javanica  (Burm.f.)  C. Robinson in Philipp. J.  Sci. 3: 217.  1908.,13,capitula reddish magenta,RED
"4. Emilia  prenanthoides  D C ,  Prodr.  6:  303.  1838;  Hook.f.,  Fl.  Brit.",13,no flower colour mentioned,UNKNOWN
5. Emilia  ramulosa  Gamble  in  Kew  Bull.  1921:  120.  1921.,13,no flower colour mentioned,UNKNOWN
"6. Emilia  scabra  D C ,  Prodr.  6:  303.  1838. E.  sonchifolia  (L.)  DC.  var.",13,flowers pink-purple,PINK
"7. Emilia  sonchif'olia  (L.)  DC.  in  Wight,  Contrib.  Bot.  Ind.  24.  1834.",13,no flower colour mentioned,UNKNOWN
1881. Bengal.:  Sadhimodi;  Hindi:  Hirankhuri;  Mai.:  Muhhevi.,13,flowers purple,PURPLE/BLUE
"8. Emilia zeylanica  C.B. Clarke,  Comp. Ind.  175. 1876; Hook.f., Fl. Brit.",13,no flower colour mentioned,UNKNOWN
6. Erechtites  Rafin.,13,flowers yellow to pink or mauve,YELLOW
1. E.  hieracifolia,13,no flower colour mentioned,UNKNOWN
"1. Erechtites  hieracifolia  (L.) Rafin ex D C ,  Prodr. 6: 294.  1838. Senecio",13,no flower colour mentioned,UNKNOWN
"2. Erechtites  valerianaefblia  (Wolf)  D C ,  Prodr.  6:  295.  1838.  Senecio",13,flowers pink or mauve,PINK
7. Gynura  Cass.,13,capitula yellow to purple,YELLOW
7. G.  pseudockina,13,no flower colour mentioned,UNKNOWN
6. G.  procumbens,13,no flower colour mentioned,UNKNOWN
2. G.  bicolor,13,no flower colour mentioned,UNKNOWN
5. G.  uitida,13,no flower colour mentioned,UNKNOWN
1. G.  aurantiaca,13,no flower colour mentioned,UNKNOWN
"1. Gynura  aurantiaca  (Blume)  D C ,  Prodr.  6:  300.  1838.  Cacalia",13,flowers yellow,YELLOW
"2. Gynura  bicolor  (Roxb.  ex  Willd.)  D C ,  Prodr.  6:  299.  1838.  Cacalia",13,"disc florets yellow, lobes purple tinged",YELLOW
"3. Gynura  lycopersicifolia  D C ,  Prodr.  6:  300.  1838; Hook.f.,  Fl.  Brit.  .",13,flowers orange,OTHER
"4. Gynura  nepalensis  D C ,  Prodr.  6:  300.  1838; Hook.f.,  Fl.  Brit.  India",13,flowers yellow,YELLOW
"5. Gynura  nitidaDC.  in Wight,  Contrib.  Bot. Ind.  24.  1834; Hook.f.,  Fl.",13,capitula orange-red,RED
"7. Gynura pseudochina  (L.) D C ,  Prodr.  6: 299.  1838; Hook.f.,  Fl.  Brit.",13,flowers yellow tinged,YELLOW
8. Gynura travancorica  W.W.  Smith in Rec. Bot. Surv. Ind. 6: 29.  1914.,13,no flower colour mentioned,UNKNOWN
8. Kleinia  Miller,13,flowers cream to deep yellow,YELLOW
1. K.  balsainica,13,no flower colour mentioned,UNKNOWN
4. K.  walkeri,13,no flower colour mentioned,UNKNOWN
2. K.  graiidiflora,13,flowers deep yellow,YELLOW
"1987. Notonia  balsamica  Dalz.  & Gibs., Bombay  Fl.  133.  1861; Hook.f.,  Fl.",13,no flower colour mentioned,UNKNOWN
"2. Kleinia  grandiflora  (Wallich  ex  DC.)  N.  Rani  in Matthew,  Fl.  Tamil",13,flowers greenish white,WHITE
"3. Kleinia  shevaroyensis  (Fyson)  Uniyal  in  R.R.  Rao  et  al.,  Fl.  Ind.",13,corolla lobes yellow,YELLOW
"4. Kleinia  vvalkeri  (Wight)  Uniyal  in  R.R.  Rao  et  al,  Fl.  Ind.  Enum.",13,flowers white or creamy,WHITE
9. Ligularia  Cass.,13,flowers bright yellow,YELLOW
9. L.  thomsoiii,13,no flower colour mentioned,UNKNOWN
7. L.  kingiana,13,no flower colour mentioned,UNKNOWN
8. L.  pacbycarpa,13,no flower colour mentioned,UNKNOWN
2. L.  dux,13,no flower colour mentioned,UNKNOWN
"1. Ligularia  amplexicaulis  D C ,  Prodr.  6: 314.  1838. L.  corymbosa  D C ,",13,no flower colour mentioned,UNKNOWN
"2. Ligularia  dux  (C.B.  Clarke)  R.  Mathur  in  R.R.  Rao  el  al,  Fl.  Ind.",13,no flower colour mentioned,UNKNOWN
"1889. Herbs, perennial,  robust, 0.6-1.2  m tall; stems dark brown, stout,  grooved,",13,no flower colour mentioned,UNKNOWN
3. Ligularia  fischeri  (Ledeb.)  Turcz.  in Bull. S. Nat.  Mosco 20:  11. 1847.,13,flowers yellow,YELLOW
4. Ligularia  hookeri  (C.B.  Clarke)  Hand.-Mazz.  in Engl.  Bot. Jahrb.  69:,13,ray florets yellow or orange,YELLOW
"5. Ligularia  jacquemontiana  (Decne.)  M.A.  Rau,  High  Alt.  Fl.  Plants",13,no flower colour mentioned,UNKNOWN
"1881. Shrubs,  perennial,  robust,  glabrous,  0.9-1.5  m tall;  stems  reddish  brown,",13,flowers bright yellow,YELLOW
"6. Ligularia  japonica  (Thunb.)  Less.,  Syn.  Comp.  390.  1832.  Arnica",13,no flower colour mentioned,UNKNOWN
"7. Ligularia  kingiana  (W.W.  smith) R. Mathur in R.R.  Rao et al.,  Fl. Ind.",13,no flower colour mentioned,UNKNOWN
"8. Ligularia  pachycarpa  (C.B.  Clarke,  ex Hook.f.)  Kitam.  in Hara et  al.,",13,no flower colour mentioned,UNKNOWN
9. Ligularia  thomsoni  (C.B.  Clarke)  Pojark  in  Spisok.  Rast.  Herb.  Fl.,13,flowers yellow,YELLOW
"10. Ligularia  virgaaurea  (Maxim.)  Matt,  ex Rheder & Kobuski in J.  Arn.",13,flowers yellow,YELLOW
10. Nannoglottis  Maxim.,13,no flower colour mentioned,UNKNOWN
11. Senecio  L.,13,"ray florets yellow to orange, disc florets yellow",YELLOW
40. S.  vulgaris,13,no flower colour mentioned,UNKNOWN
18. S.  kumaonensis,13,no flower colour mentioned,UNKNOWN
6. S.  candolleanus,13,no flower colour mentioned,UNKNOWN
21. S.  laetus,13,no flower colour mentioned,UNKNOWN
1. S.  albopurpureus,13,no flower colour mentioned,UNKNOWN
37. S.  tibeticus,13,no flower colour mentioned,UNKNOWN
30. S.  nudicaulis,13,no flower colour mentioned,UNKNOWN
31. S.  obtusatus,13,no flower colour mentioned,UNKNOWN
29. S.  neelgherryanus,13,no flower colour mentioned,UNKNOWN
27. S.  mishmi,13,no flower colour mentioned,UNKNOWN
43. S.  zeylanicus,13,no flower colour mentioned,UNKNOWN
24. S.  linifolius,13,no flower colour mentioned,UNKNOWN
23. S.  lessingianus,13,no flower colour mentioned,UNKNOWN
17. S.  krascheninnikovii,13,no flower colour mentioned,UNKNOWN
8. S.  desfontainei,13,no flower colour mentioned,UNKNOWN
35. S.  tenuifolius,13,no flower colour mentioned,UNKNOWN
36. S.  tetrandrus,13,no flower colour mentioned,UNKNOWN
15. S.  hohenackeri,13,no flower colour mentioned,UNKNOWN
14. S.  bewrensis,13,no flower colour mentioned,UNKNOWN
39. S.  vestitus,13,no flower colour mentioned,UNKNOWN
34. S.  rhabdos,13,no flower colour mentioned,UNKNOWN
35. S.  royleanus,13,no flower colour mentioned,UNKNOWN
25. S.  ludens,13,no flower colour mentioned,UNKNOWN
7. S.  dulzellii,13,no flower colour mentioned,UNKNOWN
26. S.  mayurii,13,no flower colour mentioned,UNKNOWN
10. S.  edgewortbii,13,no flower colour mentioned,UNKNOWN
2. S.  belgaumensis,13,no flower colour mentioned,UNKNOWN
41. S.  wigktianus,13,no flower colour mentioned,UNKNOWN
5. S.  candicans,13,no flower colour mentioned,UNKNOWN
1. Senecio  albopurpureus  Kitam.  in F.  & Fl.  Nepal  Himalaya  271. 1955.,13,flowers yellow,YELLOW
"2. Senecio  belgauinensis  (Wight)  C.B.  Clarke,  Comp.  Ind.  200.  1876.",13,"ray florets yellow, disc florets yellow",YELLOW
3. Senecio  biligulatus W.W.  Smith in J.  As.  Soc. Bengal  n.s. 7: 69. 1911.,13,"ray yellow, disc yellow",YELLOW
1970. Doronicum  reticulatum  Wight  in  Cal.  J.  Nat.  Hist.  7:  156.  1847.,13,flowers yellow,YELLOW
"5. Senecio  cantlicans DC.  in wight,  Contrib.  Bot. Ind.  22.  1834; Hook.f.,",13,flowers yellow,YELLOW
"6. Senecio  candolleanus  Wallich  ex  D C ,  Prodr.  6.  364.  1838; Hook.f.,",13,flowers yellow,YELLOW
"7. Senecio dalzellii  C.B.  Clarke,  Comp. Ind. 201. 1876; Hook.f., Fl. Brit.",13,no flower colour mentioned,UNKNOWN
"8. Senecio  desfontainei  Druce,  Brit.  PI.  List,  ed.  2:  61.  1928.  S.",13,no flower colour mentioned,UNKNOWN
"1881. Herbs, annual;  suberect  or decumbent,  10-40 cm high; stems slender,  much",13,no flower colour mentioned,UNKNOWN
"1984. S.  dubius  Ledeb.,  Fl.  Alt.  4:  112 (July  - Dec.)  1833; Hook.f.,  Fl.  Brit.",13,no flower colour mentioned,UNKNOWN
"10. Senecio  edgeworthii  Hook.f.,  Fl.  Brit.  India  3:  346.  1881.  S.",13,no flower colour mentioned,UNKNOWN
"11. Senecio  gibsoni  Hook.f.,  Fl.  Brit.  India  3:  347.  1881.",13,no flower colour mentioned,UNKNOWN
"12. Senecio  graciliflorus  D C ,  Prodr.  6:  365.  1838;  Hook.f.,  Fl.  Brit.",13,no flower colour mentioned,UNKNOWN
"13. Senecio  grif'fithii  Hook.f.  &  Thomson  ex  C.B.  Clarke,  Comp.  Ind.",13,no flower colour mentioned,UNKNOWN
"14. Senecio  hewrensis  Hook.f.,  Ft  Brit.  India  3:  346.  1881.",13,no flower colour mentioned,UNKNOWN
"15. Senecio  hohenackeri  Hook.f.,  Fl.  Brit.  India  3:  345.  1881.  S.",13,no flower colour mentioned,UNKNOWN
"16. Senecio  intennedius  Wight,",13,no flower colour mentioned,UNKNOWN
"1970. Herbs,  annual,  erect,  dwarf, 5-25  cm high;  stems much branched  from  the",13,flowers white,WHITE
1990. S.  peduneulatus  Edgew.  Var.  alba  Ghosh  &  Bhattacharyya  in J.  Econ.,13,no flower colour mentioned,UNKNOWN
18. Senecio  kumaonensis  Duthie ex C. Jeffrey  & Y.L.  Chen in Kew Bull.,13,no flower colour mentioned,UNKNOWN
"19. Senecio  kundaicus  C.  Fischer,  in  Kew Bull.  1940: 45-46.  1940.",13,no flower colour mentioned,UNKNOWN
"20. S.  ladakhensis  Chowdhery,  Uniyal  et  R.  Mathur  in  Ind.  J.  Forestry",13,flowers yellow,YELLOW
21. Senecio  laetus  Edgew.  in  Trans.  Linn.  Soc.  Bot.  20:  74.  1846.  S.,13,no flower colour mentioned,UNKNOWN
"1881. S.  sisymbriiformis  D C ,  Prodr.  6:  366.  1838.  S.  spectabilis  Wallich  ex",13,no flower colour mentioned,UNKNOWN
22. Senecio  lawsoni  Gamble  in  Kew  Bull.  1920:  342.  1920.,13,no flower colour mentioned,UNKNOWN
"23. Senecio  lessingianus C.B. Clarke,  Comp. Ind.  198. 1876; Hook.f., Fl.",13,no flower colour mentioned,UNKNOWN
"24. Senecio  linifolius  C.B.  Clarke,  Comp.  Ind.  202.  1876;  Hook.f.,  Fl.",13,no flower colour mentioned,UNKNOWN
"25. Senecio  ludens  C.B.  Clarke,  Comp.  Ind.  199.  1876; Hook.f.,  Fl. Brit.",13,no flower colour mentioned,UNKNOWN
26. Senecio  mayurii  C.  Fischer  in  Kew  Bull.  1939:  250.  1939.  Fig.  84.,13,no flower colour mentioned,UNKNOWN
"27. Senecio mishmi C.B. Clarke,  Comp. Ind. 203. 1876; Hook.f., Fl. Brit.",13,no flower colour mentioned,UNKNOWN
28. Senecio  multiceps  Balakr.  in J. Bombay  Nat. Hist.  Soc. 67: 57.  1970.,13,no flower colour mentioned,UNKNOWN
"29. Senecio  neelgherryanus  DC.  in Wight,  Contrib.  Bot.  Ind.  23.  1834;",13,no flower colour mentioned,UNKNOWN
"30. Senecio  nudicaulis  Buch-Ham.  ex  D.  Don,  Prodr.  Fl.  Nepal.  178.",13,no flower colour mentioned,UNKNOWN
"31. Senecio  obtusatus  Wallich  ex D C ,  Prodr.  6:  367.  1838; Hook.f.,  Fl.",13,no flower colour mentioned,UNKNOWN
"32. Senecio  ramosus  Wallich  ex  D C ,  Prodr.  6:  365.  1838; Hook.f.,  Fl.",13,no flower colour mentioned,UNKNOWN
"33. Senecio  raphanifolius  Wallich  ex  D C ,  Prodr.  6:  366.  1838.  Senecio",13,no flower colour mentioned,UNKNOWN
34. Senecio  rhabdos  C.B.  Clarke  in J.  Linn.  soc.  25:  40.t.  19.  1889.,13,no flower colour mentioned,UNKNOWN
"35. Senecio  royleanus  D C ,  Prodr.  6: 367.  1838. 5. gracilijlorus  DC.  var.",13,no flower colour mentioned,UNKNOWN
"1881. Herbs, perennial; stems erect, flexuous, yellowish pubescent  inyoungparts.",13,no flower colour mentioned,UNKNOWN
"36. Senecio  tenuif'olius  Burm.f.,  Fl. Ind. t. 60.f.4.  1768; Hook.f., Fl. Brit.",13,disc florets white,WHITE
"37. Senecio  tetrandrus  Buch.-Ham.  ex D C ,  Prodr. 6: 365. 1838; Hook.f.,",13,no flower colour mentioned,UNKNOWN
"38. Senecio  tibeticus  Hook.f.,  Fl.  Brit.  India  3:  340.  1881.",13,no flower colour mentioned,UNKNOWN
"39. Senecio  vestitus  Berg.,  Descrip.  PI.  Cap.  282.  1767.",13,no flower colour mentioned,UNKNOWN
"40. Senecio  vulgaris  L.,  Sp. PI.  867.  1753; Gamble,  Fl.  Pres.  Madras  2:",13,no flower colour mentioned,UNKNOWN
"41. Senecio  wightianus  DC.  ex  Wight,  Contrib.  Bot.  Ind.  22.  1834.  S.",13,flowers yellow,YELLOW
42. Senecio  wightii,13,no flower colour mentioned,UNKNOWN
"43. Senecio  zeylanicus  D C ,  Prodr.  6:  365.  1838; Hook.f.,  Fl.  Brit.  India",13,no flower colour mentioned,UNKNOWN
12. Synods  (C.B.  Clarke)  C.  Jeffrey  &  Y.L.  Chen,13,ray florets yellow,YELLOW
16. S.  tetrantha,13,no flower colour mentioned,UNKNOWN
15. S.  siuioiisii,13,no flower colour mentioned,UNKNOWN
12. S.  uagensium,13,no flower colour mentioned,UNKNOWN
14. S.  saliienensis,13,no flower colour mentioned,UNKNOWN
19. S.  wallichii,13,no flower colour mentioned,UNKNOWN
1. S.  acuminata,13,no flower colour mentioned,UNKNOWN
9. S. jowaiensis,13,no flower colour mentioned,UNKNOWN
4. S.  uuriculuta,13,no flower colour mentioned,UNKNOWN
18. S.  vagans,13,no flower colour mentioned,UNKNOWN
17. S.  triligulata,13,flowers deep yellow,YELLOW
11. S.  lushaensis,13,flowers yellow,YELLOW
5. S.  bhot,13,no flower colour mentioned,UNKNOWN
13. S.  rufinervis,13,no flower colour mentioned,UNKNOWN
1. Synotis  acuminata  (Wallich  ex  DC.)  C.  Jeffrey  &  Y.L.  chen  in  Kew,13,no flower colour mentioned,UNKNOWN
"1984. Herbs,  perennial,  rhizomatous  30-90  cm  high,  densely  brown  villous;",13,no flower colour mentioned,UNKNOWN
3. Synotis  alata  (Wallich  ex  DC.)  C.  Jeffrey  &  Y.L.  Chen  in  Kew  Bull.,13,no flower colour mentioned,UNKNOWN
4. Synotis  auriculata  C.  Jeffrey  &  Y.L.  Chen  in Kew  Bull.  39  (2):  330.,13,flowers yellow,YELLOW
5. Synotis bhot (C.B.  Clarke)  C. Jeffrey  &. Y.L.  Chen  in Kew Bull.  39(2):,13,no flower colour mentioned,UNKNOWN
1986. Senecio  borii  Raiz.  in  J.  Ind.  Bot.  Soc.  27:  206.  1948.,13,no flower colour mentioned,UNKNOWN
"1984. Herbs,  perennial,  erect,  rhizomatous;  rhizomes  short,  woody;  vegetative",13,flowers pale yellow,YELLOW
8. Synotis cappa  (Buch.-Ham.  ex  D. Don) C. Jeffrey  & Y.L.  Chen in Kew,13,no flower colour mentioned,UNKNOWN
9. Synotis jowaicnsis  (Balakr.)  R.  Mathur  in J. Econ.  & Taxon.  Bot. 8(2):,13,"flowers yellowish white, disc florets white",WHITE
10. Synotis  kunthiana  (Wallich  ex  DC.)  C.  Jeffrey  & Y.L.  Chen  in Kew,13,no flower colour mentioned,UNKNOWN
11. Synotis  lushaensis  (C.  Fischer)  C.  Jeffrey  & Y.L.  Chen  in Kew Bull.,13,no flower colour mentioned,UNKNOWN
"1929. Undershrubs.  Leaves elliptic-lanceolate,  acuminate,  serrate, 7-10x2-3  cm,",13,flowers deep yellow,YELLOW
12. Synotis  nagensium  (C.B.  Clarke)  C.  Jeffrey  &  Y.L.  Chen  in  Kew,13,no flower colour mentioned,UNKNOWN
13. Synotis  rufinervis  (DC.)  C.  Jeffrey  & Y.L.  Chen  in Kew Bull.  39(2):,13,no flower colour mentioned,UNKNOWN
14. Synotis  saluenensis  (Diels)  C.  Jeffrey  &  Y.L.  Chen  in  Kew  Bull.,13,no flower colour mentioned,UNKNOWN
15. Synods  simonsii  (C.B.  Clarke)  C.  Jeffrey  & Y.L.  Chen  in Kew  Bull.,13,no flower colour mentioned,UNKNOWN
16. Synotis  tetrantha  (DC.)  C.  Jeffrey  & Y.L.  Chen  in Kew Bull.  39(2):,13,flowers yellow,YELLOW
17. Synotis  trilijjulata  (Buch.-Ham.  ex  D.  Don)  C.  Jeffrey  &  Y.L.  Chen,13,flowers yellow,YELLOW
18. Synods vagans (Wallich  ex DC.)  C. Jeffrey  & Y.L.  chen in Kew Bull.,13,no flower colour mentioned,UNKNOWN
19. Synotis wallichii  (DC.)  C.  Jeffrey  &  Y.L.  Chen  in  Kew  Bull.  39(2):,13,ray florets yellow,YELLOW
"1881. Herbs, perennial,  erect,  rigid,  15-45 cm high; stems densely  leafy.  Leaves",13,"ray florets yellow, disc florets yellow",YELLOW
1. Cremanthodium,13,no flower colour mentioned,UNKNOWN
1. Cremanthodium  Benth.  emend  R.  Good,13,flowers yellow to pale pink,YELLOW
"301. LUDLOW,  F.  (1976).  Cremamhodium.  Reliquiae  Botanicae  Himalaica.  Bull.  Brit. Mus.  Nat.",13,no flower colour mentioned,UNKNOWN
5. C.  discoideum,13,no flower colour mentioned,UNKNOWN
10. C.  piiuiatifidum,13,no flower colour mentioned,UNKNOWN
2. C.  bhutiliiicum,13,no flower colour mentioned,UNKNOWN
9. C.  palmatum,13,no flower colour mentioned,UNKNOWN
14. C.  thomsoni,13,no flower colour mentioned,UNKNOWN
12. C.  reuiforme,13,no flower colour mentioned,UNKNOWN
3. C.  cremaiithodioides,13,no flower colour mentioned,UNKNOWN
1. C.  arnicoides,13,no flower colour mentioned,UNKNOWN
1. Cremanthodium  arnicoides  (Wallich)  R. Good in J. Linn. Soc. Bot. 48:,13,no flower colour mentioned,UNKNOWN
"1970. Herbs,  stout,  erect,  sparingly  hairy  or  white  tomentose,  ca  1  m  high.",13,flowers yellow,YELLOW
"4. Cremantliodium  decaisnei  C.B.  Clarke,  Comp.  Ind.  168.  1876;",13,flowers yellow,YELLOW
"5. Cremanthodium  discoideum  Maxim,  in  Bull.  Acad.  Sci.  St.  Petersb.",13,no flower colour mentioned,UNKNOWN
"1911. Herbs,  small,  dwarf;  stems  glabrous  below,  white  cottony  mixed  with  black",13,no flower colour mentioned,UNKNOWN
"6. Cremanthodium  ellisii  (Hook.f.)  Kitam.  in  Hara  et  at,  Enum.  Fl.  PI.",13,no flower colour mentioned,UNKNOWN
1881. C.  plantagineum,13,ray florets yellow,YELLOW
7. Cremanthodium  nanum  (Decne.)  W.W.  Smith  in  Notes  Roy.  Bot.,13,flowers yellow,YELLOW
"8. Cremanthodium  oblongatum  C.B.  Clarke,  Comp.  Ind.  16.  1876;",13,flowers yellow,YELLOW
"9. Cremanthodium  palmatum  Benth.  in  Hook.,  Ic.  PI.  17:  1142.  1873;",13,"flowers rose pink, disc florets rose purple",PINK
"10. Cremanthodiurn  pinnatifidum  Benth.  in  Hook.,  Ic.  PI.  17:  1142.",13,no flower colour mentioned,UNKNOWN
11. Cremanthodium  pseudo-oblongatum  R.  Good  in J.  Linn.  Soc.  Bot.,13,flowers yellow,YELLOW
12. Cremanthodium  reniforme  (DC.)  Benth.  in Hook.  Ic.  PI.  17: 1141.,13,flowers yellow,YELLOW
13. Cremanthodium  retusum  (DC.)  R.  Good  in  J.  Linn.  Soc.  Bot.  48:,13,no flower colour mentioned,UNKNOWN
1881. Ligularia  nigropilosa  Kitam.  in  Act.  Phyt.  Geobot.  15:  107.  1954.,13,ray florets orange yellow,YELLOW
14. Cremanthodium,13,flowers orange yellow,YELLOW
2. Petasites  Miller,13,capitula purple white or greenish yellow,WHITE
1. P.  albus,13,no flower colour mentioned,UNKNOWN
"1. Petasites  albus  (L.) Gaertn.,  Fruct.  et  Sem.  2: 406.  1791; Panigrahi  &",13,flowers white,WHITE
"1753. Herbs,  perennial,  rhizomatous;  rhizome  creeping,  thick,  fibrous;  stems",13,flowers white,WHITE
2. Petasites  kamengicus  Deb  in  Ind.  For.  93(4):  255.  1967.,13,flowers violet,PURPLE/BLUE
3. Petasites  trieholobus  Franch.  in  Nouv.  Arch.  Mus.  Hist.  Nat.  Paris.,13,no flower colour mentioned,UNKNOWN
3. Tussilago  L.,13,flowers yellow,YELLOW
"1881. Hindi:  Watpana,  Punjb.:  Watpan;  Urdu:  Fungiwun",13,"capitula purple, white, scarlet, red and blue",WHITE
1. Dyssodia,13,no flower colour mentioned,UNKNOWN
1. Dyssodia  Cav.,13,corolla yellow,YELLOW
2. Tagetes  L.,13,ray florets yellow,YELLOW
2. T.  minuta,13,no flower colour mentioned,UNKNOWN
"1. Tagetes  erecta  L.,  Sp.  PI.  887.  1753.",13,flowers orange yellow,YELLOW
"2. Tagetes  minuta  L.,  Sp.  PI.  887.  1753; Maheshwari  in J.  Bombay  Nat.",13,flowers yellow,YELLOW
"3. Tagetes  patulu  L.,  Sp.  PI.  887.  1753.",13,"ligules of marginal flowers yellow or orange coloured, with brownish red markings",YELLOW
7. Strucliiuin,13,no flower colour mentioned,UNKNOWN
4. Lainprachaenium,13,no flower colour mentioned,UNKNOWN
5. PhyUocephalum,13,no flower colour mentioned,UNKNOWN
8. Veruouia,13,no flower colour mentioned,UNKNOWN
1. Adenoon  Dalz.,13,no flower colour mentioned,UNKNOWN
2. Elephantopus  L.,13,no flower colour mentioned,UNKNOWN
3. Ethulia  L.,13,flowers yellow,YELLOW
4. Lamprachaenium  Benth.,13,no flower colour mentioned,UNKNOWN
5. Phyllocephalum  Blume,13,corolla reddish purple (infrequently white),WHITE
1. P. hookeri,13,no flower colour mentioned,UNKNOWN
6. P.  ritchiei,13,no flower colour mentioned,UNKNOWN
2. P. indicum,13,no flower colour mentioned,UNKNOWN
4. P.  phyllolaemim,13,no flower colour mentioned,UNKNOWN
9. P. tenue,13,no flower colour mentioned,UNKNOWN
7. P.  scabridum,13,no flower colour mentioned,UNKNOWN
1. Phyllocephalum  hookeri,13,corolla red,RED
2. Phyllocephalum  indicum  (Less.)  Kirkman  in  Rhodora  83:  12.  1981.,13,no flower colour mentioned,UNKNOWN
3. Phyllocephalum  mayurii,13,no flower colour mentioned,UNKNOWN
"1940. Herbs,  up  to  1  m  high;  stems  striate,  covered  with  purplish  black,",13,no flower colour mentioned,UNKNOWN
"1982. Decaneurum  phyllolaenum  D C ,  Prodr.  7:  264.  1839.  Centratherum",13,no flower colour mentioned,UNKNOWN
1982. Centratherum  rangacharii  Gamble  in  Kew  Bull.  1920:  339.  1920.,13,no flower colour mentioned,UNKNOWN
"1982. Centratherum  ritchiei  Hook.f.,  Fl.  Brit.  India  3:  228.  1881.  Fig.  106.",13,no flower colour mentioned,UNKNOWN
7. Phyllocephalum  scabridum  (DC.)  Kirkman  in Rhodora  83:  10.  1981.,13,no flower colour mentioned,UNKNOWN
8. Phyllocephalum  sengaltherianum  (Narayana)  Narayana  in  Curr.  Sci.,13,no flower colour mentioned,UNKNOWN
9. Phyllocephalum  tenue  (C.B.  Clarke)  Narayana  in  Curr.  Sci.  5 1 :  439.,13,no flower colour mentioned,UNKNOWN
1982. Centratherum,13,no flower colour mentioned,UNKNOWN
