species_id,volume,raw_text,flower_color_free_text
4. Breea  Less.,12,"Herbs, erect, leafy. Leaves alternate, sinuate-pinnatifid. Heads solitary, fascicled or corymbose. Flowers usually unisexual, purplish. Involucre ovoid, globose or hemispheric bracts many-seriate; outer usually foliaceous, spiny; inner gradually longer, usually with recurved tips; innermost scarious. Receptacle bristly. Filaments hairy or glabrous. Anther bases sagittate. Style arms short. Achenes obovoid, glabrous. Pappus hairs feathery. W. & N. Asia, China, Europe. 1 in India. Breea arvensis (L.) Less., Syn. Comp. 9. 1832. Serratula arvensis L., Sp. PI. 820.",flowers purplish
"1753. Crisiwn  arvense  (L.)  Scop.,  Fl.  Cam.  ed.  2,  2:  126.  1772.  Cnicus arvensis  (L.)",12,"Roth, Catalecta B. 1: 115. 1797. C. candicans Wallich, Cat. n. 2893. 1831 J Fig. 46. Beng.: Sialkanta; Eng.: Canada thistle. Herbs, erect, 60-90 cm high. Stems many from base, usually simple, leafy, cobwebby tomentose above. Leaves sinuate orpinnatifid, 7.5-12.5 cm long, more or less FLORA OF INDIA [VOL. 12 Fig. 45. Arctium lappa L. : a. Habit; b. Involucral bract; c. Floret. 1995] ASTERACEAE 157 Fig. 46. Breea arveasis (L.) Less. : a. Habit, b. Floret. 158 FLORA OF INDIA [VOL. 12 woolly beneath. Heads solitary, fascicled or corymbose, variable; male ca 1.2-2.5 cm across, globose; female much longer, campanulate. Involucral bracts glabrate or cobwebby; outermost short, ovate or triangular-ovate, ending in a short spine; inner gradually longer with undulate, often recurved tips; innermost narrow, linear-lanceolate, scarious. Corolla purplish. Achenes smooth, shining. Pappus brownish white. Fl. & Fr. Feb. - May. Distrib. India: Up to ca 1500 m. Jammu & Kashmir, Himachal Pradesh, Punjab, Uttar Pradesh, W. Bengal and Bihar. Asia, Europe and introduced in N. America. Note. Breea has been segregated from Cirsium on account of its unisexual florets and partial dioecy. This is a very variable species. The plant is used to coagulate milk.",corolla purplish
5. Carduus  L.,12,"Herbs, annual or perennial, erect, usually spiny winged. Leaves alternate, pinnatifid, spinescent. Heads more or less globose, solitary, long peduncled or subsessile, scattered or crowded, homogamous. Flowers usually all bisexual and fertile, white, yellow or red; tube slender; limb equal or oblique, 5-fid. Involucre ovoid hemispheric or globose; bracts many-seriate, appressed or recurved, spinescent. Receptacle flat or convex, densely bristly. Filaments hairy or glabrous. Anther bases sagittate; auricles connate; tails slender. Style arms short, rarely filiform, obtuse. Achenes obovoid, glabrous, obtusely 4-angled, smooth or 5-10-ribbed. Pappus copious, hairs many-seriate. European; ca 100 species, 4 in India. Literature. KAZMI, S.M.A. (1964). Revisionder Gattung Carduus (Compositae) Mitt. B. Staatssamm. Munchen5: 275-350. KEY TO THE SPECIES la. Heads usually 2.5-4 cm across; corolla 2 cm long b. Heads usually 1.5-2 cm across; corolla less than 2 cm long 2a. b. 3a. Heads cylindric; achenes ca 5 mm long; pappus ca 1.5 cm long b. Heads subglobose, usually in clusters of 2-4; achenes ca 4 mm long; pappus ca 1 cm long Involucral bracts ovate-lanceolate, glabrous, smooth; corolla ca 1 cm long Involucral bracts usually linear-subulate, hairy; corolla ca 1.5 cm long","flowers white, yellow or red"
2. C.  edelbergii,12,2,no flower colour mentioned
4. C.  tenuiflorus,12,3,no flower colour mentioned
"1. Carduus  crispus  L.,  Sp.  PI.  821.  1753.",12,"Herbs, biennial up to ca 1 m high, sparsely hairy, winged; wings ca 5 mm wide, triangular with-an apical spinula. Leaves lanceolate to oblanceolate, glabrescent above,",no flower colour mentioned
1. C.  crispus,12,"1995] ASTERACEAE 159 hairy or glabrescent beneath, lobed or crenate-dentate. Heads ca 1.5-2 cm across, subglobose, usually in clusters of 2-4; peduncles narrowly winged, up to ca 8 cm long. Involucral bracts imbricate, linear-subulate recurved at apex. Corolla ca 1.5 cm long. Achenes ca 4 mm long. Pappus ca 1 cm long. Fl. & Fr. July - Sept. Distrib. India: W. Himalayas. Jammu & Kashmir. Europe.",no flower colour mentioned
2. Carduus  edelbergii  Rech.  f.  in  K.  Danske  Vid.  Selsk.  Biol.  Skr.  8(2)  Symb.,12,"Afghan. 2: 175. 1955. C. lucidus Wallich nom. nud. C. edelbergii Rech.f. subsp. lanatus Kazmi in Mitt. B. Staatssamm. Munchen 5: 344. 1964. C. nutans (auct. non L.) Fig. 47. Hook.f., Fl. Brit. India 3: 361. 1881. Biennial, 30-100 cm (-2 m) high, stout. Stems interruptedly winged; wings spinulous. Leaves very variable pinnatifid, entire, waved spinous, 5-30 x 1.5-4.5 cm. Heads 2.5-4 cm across, solitary or fascicled. Involucre hemispheric or subcampanulate; involucral bracts subulate-lanceolate, usually spiny at tip, reflexed, 1-1.8 cm long. Flowers ca 2 cm long, pink or dark purple. Achenes pale-brown, ca 5 mm long, glabrous, granulate. Pappus ca 1.5 cm long, dull white. Fl. & Fr. June - Aug. Distrib. India: W. Himalayas. Jammu & Kashmir and Himachal Pradesh. Pakistan and Afghanistan. Note. According to some authors the Himalayan species is intermediate between C. nutans and C. crispus (C. acanthoides Sm.).",flowers pink or dark purple
"3. Carduus  pycnocephalus  L.,  Sp.  PI.  1151. 1753.",12,"Herbs, annual up to 1 m high. Stems simple or branched, white greyish tomentose above, winged; wings dentate, lobed, spiny. Basal leaves obovate; lobes rounded; cauline lanceolate or oblanceolate, lyrate-pinnatifid, decurrent at base ca 14 x 7 cm, sparsely hairy above, whitish tomentose beneath; lobes spinuous. Heads ca 1.5-2 cm across, cylindrical. Involucral bracts imbricate, hairy, 5-7-seriate. Receptacular bristles ca 1 cm long. Corolla ca 1.5 cm long, purple or white. Achenes ca 5 mm long. Pappus ca 1.5 cm long. Fl. & Fr. Feb. - May. 160 FLORA OF INDIA [VOL. 12 1cm 1cm Fig. 47. Carduus edelbergii Rech.f. : a. Habit; b. Achene; c. Pappus. 1995] ASTERACEAE 161 Distrib. India: Jammu & Kashmir. Afghanistan, Pakistan, Sri Lanka, Middle to S. Europe, and S.W. Asia.",corolla purple or white
"4. Carduus tenuiflorus  Curtis, Fl. Lond.  'Fasc'.  6: PI. 55.  1790-98; Azad & Javeid",12,"in J. Bombay Nat. Hist. Soc. 75(1): 249. 1978. Herbs, annual or biennial, ca 50 cm high, stems hairy, winged; wings up to ca 1 cm broad, spiny at tip. Leaves oblanceolate-lanceolate, sparsely hairy above, hairy beneath. Heads ca 1.5 cm across, cylindrical, sessile, in compact clusters of 4-8. Involucral hiacts ovate-lanceolate, glabrous, smooth, with scarious margins. Corolla ca 1 cm long. Achenes ca 4 mm long, smooth. Pappus ca 1 cm long. Fl. & Fr. July - Sept. Distrib. India: W. Himalayas. Jammu & Kashmir. Europe and China. EXCLUDED SPECIES Carduus kumaonensis (J. Ar.) Kazmi in Mitt. Uot. Staats. Munchen Band 5: 364. 1964. (Dec.). C. crispus subsp. kumaonensis J. Ar. in Mem. Mus. Nat. Hist. Nouv. ser. 24: 189. 1849. Distrib. India: Jammu & Kashmir, Uttar Pradesh. Note. There is no specimen available in Indian herbaria.",no flower colour mentioned
6. Carthamus  L.,12,"Annual, rarely perennial, usually spiny. Leaves alternate, entire or pinnatifid, spinescent. Heads usually homogamous, solitary, ovoid or subglobose. Involucral bracts in many rows, imbricate, spiny, outer leaf like; inner dry, entire or with a short, fimbriate appendage. Receptacle flat. Florets all hermaphordite. Corolla yellow, white or purplish; tube slender; limb oblong, dilated at base, 5-cleft. Filaments usually densely hairy; anther bases sagittate; auricles connate; tails short, fimbriate. Style arms short or long. Achenes obovoid, 4-angled or compressed, glabrous; outer without pappus, coarsely rugose; inner more or less smooth, usually with pappus. In mediterranean region, Africa, Asia; ca 13 species, 3 in India. 162 FLORA OF INDIA [VOL. 12 Literature. HANELT, M.P. (1962). Monographische Ubersicht der Gattung Carthamus L. (Compositae) Feddes Rep. 67: 41-180. PATHAK, M. & T.B. SABNIS, (1935). A note on the classification of Indian safflower. Indian J. Agric. Sci. 5: 705-714. KEY TO THE SPECIES la. Basal and cauline leaves not divided b. Basal leaves usually pinnatifid or pinnatisect 2a. Pappus absent b. Pappus oi narrow ciliate scales","flowers yellow, white or purplish"
3. C.  tinctorius,12,2,no flower colour mentioned
"1. Carthamus lanatus  L.,  Sp. PI. 830.  1753; Hook.f., Fl. Brit. India 3: 386. 1881.",12,"Annuals, erect, rigid, cobwebby cottony or glabrate, glandular, 15-45 cm high. Radical leaves lyrate-pinnatifld, spinose dentate; 7-14 cm long, hispid or scaberulous, cauline ovate, spinescent, 2.5-3.5 cm long, half-amplexicaul, strongly 3-nerved. Heads 2.5-3.5 cm across. Outer involucral bracts large, lanceolate, lanceolate, 2.5-5 cm long, spreading, lanceolate, to linear, entire, -scarious. Receptacle bristles very long. Flowers pale yellow. Achenes pale yellowish or grey, ca 6 mm long, very hard, obtusely 4-angled. Pappus pale, silvery or bronze coloured narrowly sword shaped, ca 1 cm long, unequal. leafy, spinescent; inner oblong-lanceolate Fl. & Fr. July - Sept. Distrib. India: W. Himalayas, in waste lands, 1500-2300 m. Jarnmu & Kashmir and Uttar Pradesh. Pakistan, W. Asia, Europe, and Westward to Atlantic. Note. Seeds yield an oil and plant is used in France as sudorific, febrifuge and anthelmintic. (Chopra et al. 1956).",flowers pale yellow
"2. Carthamus oxyacantha M.Bieb. Fl. Taur.  Cauc. 2: 283. 1808; Hook.f., Fl. Brit.",12,"India 3: 386. 1881. Hindi: Kantiari, Poli. Herb, puberulous, branched, 30-40 cm high; branches white. Leaves oblong or oblong-lanceolate, 1.5-4.5 cm long; lower shortly spinulose-toothed; upper half amplexicaul, spinous. Heads 1.5-2.5 cm across. Outer involucral bracts leafy, ca 2.5 cm long, -piny. Receptacle bristles long. Flowers orange yellow. Achenes obovoid, 4-angled, smooth, shining, truncate at top. Pappus absent. Fl. & tr. April - Sept. 1995] ASTERACEAE 163 Distrib, India: 300-1600 m. Jammu & Kashmir, Uttar Pradesh, Punjab, Haryana, Rajasthan and Madhya Pradesh. Pakistan. Note. Very common in cultivated fields after harvest. Oil extracted from seeds is used medicinally, for dressing bad ulcers and as remedy for itch. Seeds are sometimes eaten also.",flowers orange yellow
1881. Eng.:  Sqfflower;  Hindi:  Kusum;  Tamil.:  Sendurkem;  Tel.:  Kusamba.,12,"Herbs, erect, glabrous, ca 45 cm high, thistle like. Leaves lanceolate, spinous toothed, 4-12 x 1-3 cm, stiff, sessile. Heads 1.2-2.5 cm across, discoid, terminal. Involucral bracts many, spinous, erect; outer ones leaflike; inner narrow. Receptacle flat, densely bristly. Flowers orange red. Corolla tube slender, deeply 5-lobed. Achenes 4- angled, glabrous. Fl. & Fr. Feb. - April. Distrib. India: Cultivated almost throughout India and sometimes found as an escape. Note. The plant is cultivated for its valuable oil. It also yields a dye. Seeds are used in rheumatism, as purgative, diuretic, etc.",flowers orange red
7. Centaurea  L.,12,"Herbs, usually rigid. Leaves alternate, entire, toothed or pinnatifid. Heads usually heterogamous, corymbose orpanicled, solitary, ovoid or globose. Florets purple, violet, blue, white or yellow. Outer florets 1-seriate, neuter. Disc florets female, fertile; tube slender; limb straight or oblique, 5-fid to middle or lower. Involucral bracts many- senate, imbricate, appressed, margins scarious or coriaceous or ending in a simple or palmately divided spine or pectinate appendage. Receptacle flat, densely bristly. Anther bases sagittate; auricles connate; tails long or short, entire or lacerate. Style arms with a thickened hairy basal ring. Achenes oblong or obovoid, compressed or obtusely 4- angled. Pappus many-seriate, various or absent. Europe, N. Africa, N. China, America, Australia; ca 600 species, 6 in India. Note. Mostly cultivated as an ornamental. 164 FLORA OF INDIA [VOL. 12 Literature. WAGENITZ, G. (1955). Pollen morphologie und systematik in der Gattung Centaurea L. Flora 142: 213-279. KEY TO THE SPECIES la. Branches white; outer involucral bracts ending in pectinate appendage Involucral bracts not spiny Involucral bracts spiny involucral bracts cottony; pappus ca 4 mm long Involucral bracts glabrous; pappus ca 7 mm long b. Branches green; outer involucral bracts not ending in pectinate appendage 2a. b. 3a. b. 4a. Flowers yellow b. Flowers usually purple 5a» Young leaves lanate; involucre 6-8 mm in diam. b. Young leaves green, hispidulous; involucre 9-14 mm in diam.",flowers usually purple
1. C.  bruguiseriana,12,2 3 4 3 . C. cyanus,no flower colour mentioned
6. C.  melitensis,12,5,no flower colour mentioned
"1. Centaurea  bruguiseriana  (DC.) Hand.-Mazz.  in Ann. Nat.  Hofmus.  Wien.  27:,",12,"451. 1913. Tetramorphaea bruguiseriana D C , Prodr. 6: 604. 1838. Centaurea phyllocephala Boiss., Fl. Orient. 3: 684. 1875; Hook.f., Fl. Brit. India 3: 385. 1881. Herbs, glabrous or hispid, branched; branches white wide spreading, cylindric. Lower leaves lanceolate, small, entire or pinnatifid, scabrid, spinulose toothed sessile; cauline amplexicual, cordate at base. Heads small, termianl. Outer involucral bracts ending in oblong pectinately ciliate leaves; inner white, entire, white, ending in long strong spine; innermost acuminate. Achenes minute, longer than paleaceous pappus. Fl. & Fr. June - July. Distrib. India: Punjab. Pakistan, Afghanistan and Westwards to Asia minor. Note. There is no specimen in India herbaria from Punjab.",no flower colour mentioned
"1881. Herbs, 25-80 cm high, erect  or spreading,  divaricately  branched  from base,  cottony",12,"or glabrous. Basal leaves pinnatifid or pinnate, pubescent, spreading; lobes linear, acute, toothed; cauline sessile; uppermost lanceolate. Heads ca 7 mm across, surrounded by upper leaves, ovoid, lateral and terminal, sessile or peduncled. Involucral bracts ovate, with scarious margins, coriaceous, terminating in long spreading spine with short lateral ones at base. Florets pale purple, glandular, equal. Achenes white, ca 2 mm long. Pappus absent. 1995] ASTERACEAE 165 Fl. & Fr. June - Oct. Distrib. India: ca 1800-2000 m. Jammu & Kashmir and Karaataka. Europe, W. Asia and China. Note. Introduced in most parts of the world.",flowers pale purple
"3. Centaurea  cyanusL.,  Sp. PI. 911. 1753. C. lanataRoxb.,  Fl. Ind. 3: 644.  1832;",12,"Hook.f., Fl. Brit. India 3: 384. 1881. Annuals or biennials, erect, 15-75 cm high, branched. Lower leaves lanceolate, entire orlyrate-pinnatifid, acute, petiolate; upper linear-lanceolate, entire. Heads ca 1 cm across, ovoid. Involucral bracts oblong, obtuse, cottony, tip broad with brown scarious toothed margins. Outer florets blue; inner bluish violet. Achenes grey, silky, ca 4 mm long. Pappus ca 4 mm long. Fl. & Fr. March - June. Distrib. India: Uttar Pradesh and Tamil Nadu. Native of Mediterranean region and Europe. Note. Usually cultivated; often met with as an escape in waste places and roadsides.","outer florets blue, inner bluish violet"
"4. Centaurea  depressa  M.Bieb.  Fl.  Taur.  Cauc.  2:  346.  1803; Hook.f.,  Fl.  Brit.",12,"India 3: 385. 1881. Annual, rarely biennial; stems 15-50 cm, branched or simple. Lower leaves oblong, usually entire, rarely pinnatifid, grey tomentose, short petiolate; upper linear-lanceolate, acute, entire or spinulose mucronulate. Heads ca 1.2 cm across, ovoid. Involucral bracts glabrous, margins scarious, white or brown, toothed; teeth white lanceolate. Outer florets dark blue, spreading; inner violet. Achenes shining, puberulous, equalling or shorter than the middle row of pappus hairs. Basal areole bearded. Pappus ca 7 mm long. Fl. & Fr. Aug. - Sept. Distrib. India: Jammu & Kashmir. Pakistan, Afghanistan and Westwards to Asia minor.","outer florets dark blue, inner violet"
"5. Centaurea  iberica  Trev.  ex Spreng.,  Syst.  3: 406.  1826; Hook.f., Fl. Brit.  India",12,"Fig. 48. 3: 385. 1881. 166 FLORA OF INDIA [VOL. 12 Fig. 48. Centaurea iberica Trev. ex Spreng. : a. Habit; b. Achene. 1995] ASTERACEAE 167 Herbs, much branched; stems 15-50 cm or more, erect or spreading, divaricately branched. Lower leaves runcinate to lyrate-pinnatisect; lobes ovate to linear-lanceolate, hisridulous, denticulate at margins; upper lanceolate. Heads ca 1 cm across, ovoid, surrounded by upper leaves, subsessile. Involucral bracts with scarious margins; apical spines stout, sulcate, usually with 1-3 basal spines. Florets pruple, glandular. Achenes ca 3 mm long. Pappus ca 2 mm long. Fl. & Fr. July - Aug. Distrib. India: Common along the roadsides 300-2300 m. Jammu & Kashmir. W. Asia, S.E. Europe and Pakistan.",flowers purple
"1881. Herbs,  annual  or  biennial,  20-70  cm  high,  pubescent  or  glabrous;  stems  winged",12,"above, sparingly branched from middle. Lower leaves lanceolate, lyrate-pinnatifid to sinuately lobed; upper cauline leaves linear, decurrent. Heads ca 1 cm across, ovoid- globose, solitary or in groups of 2-3. Involucral bracts glabrous or puberulous, ending in a spreading and recurved spine, margins spinulose or with short lateral spines on each side. Florets yellow, glandular. Achenes ca 2 mm long, puberulous. Pappus ca 2 mm long. Fl & Fr. June - Sept. Distrib. India: Tamil Nadu. Westwards to Atlantic. Note. Usually cultivated, sometimes found as an escape. EXCLUDED SPECIES Centaurea pulchra D C , Prodr. 6: 578. 1838. The occurrence of this species in India is doubtful. Stewart (1972) in Nasir et Ali. Ann. Cat. Vas. PI. W. Pakistan has given the distribution as Jammu & Kashmir. But there is no specimen in Indian herbaria.",flowers yellow
8. Cirsium  P.  Mill.,12,"(Cnicus L.) Herbs with spinous leaves. Leaves decurrent at base or sessile. Heads many flowered. Involucral bracts imbricate, apex more or less spinous. Receptacle fimbriate. 168 FLORA OF INDIA [VOL. 12 Flowers purple or yellowish, equal, bisexual, rarely dioecious corolla equal; tube short, throat oblong; limb 5-fid or 5-partite. Filaments free, papillose or glabrous; anthers with tail-like appendages or not. Achenes oblong, compressed, glabrous. Pappus multiseriate, bristles plumose. North temperate zone; ca 150 species, 7 in India. Literature. KTTAMURA, S. (1934). Les Cirses de l'Asie Orientate; leur Classification et leur distribution. Acta Phytotax. Geobot 3: 1-14. (A critical treatment in Japanese). SCHTEPA, T.S. (1965). Materies at studium Pollinis Characterum generis Cirsium Mill, (en russe). Not. Syst. Georg. Inst. Bot. Thbil. 26: 57-62. Note. Most of the species of this genus are extremely variable and Biosystematic study is required to draw correct delimitations of the species. KEY TO THE SPECIES Inner involucral bracts with dilated tips Inner involucral bracts not dilated at tips la. b. 2a. Heads usually ca 2.5 cm across b. Heads usually 3.5-7.5 cm across 3a. Leaves always glabrous above; heads densely fascicled b. Leaves ciliate smooth or scaberulous above; heads usually solitary",flowers purple or yellowish
7. C.  wallichii,12,2 3 4,no flower colour mentioned
5. C.  shansiense,12,"4a. Involucral bracts quite glabrous, none really spinescent, the points of the outermost being merely needle-like; pappus ca 2.5 cm long Involucral bracts not quite glabrous, ending usually in spines; pappus ca 1.5 cm long b. 5a. Corolla usually ca 6 cm long b. Corolla usually ca 2.5 cm long 6a. Heads densely woolly, subsolitary, drooping b. Heads not densley woolly, usually glabrate, solitary or fascicled, inclined",no flower colour mentioned
4. C.  iiiterpositum,12,5,no flower colour mentioned
2. C.  eriophoroides,12,6 3 . C. falconeri,no flower colour mentioned
"1. Cirsium argyracanthum  D C ,  Prodr. 6: 640.  1838. Cnicus argyracanthus  (DC.)",12,"C.B. Clarke, Comp. Ind. 218. 1876; C. wallichii DC. var. wightii Hook.f., Fl. Brit. India 3: 364. 1881. Herbs, robust, 90-180 cm tall, branched. Radical leaves irregularly pinnately lobed, 25-60 x 2.5-3.7 cm, nearly glabrous on both surfaces, densely spiny at margins, stalked; cauline leaves shorter, sessile. Heads globose, many, usually crowded in terminal clusters 1.8-2.5 cm across, sessile or stalked. Outer involucral bracts ending in long, rigid spines; innermost linear, long pointed. Flowers pale yellow or white. Achenes ca 3 mm long. Pappus nearly white, 1.2 cm long, nearly white. Fl. & Fr. July - Sept. Distrib. India: Temperate Himalayas, 2000-3000 m. Jammu & Kashmir, Himachal Pradesh and Uttar Pradesh. 1995] ASTERACEAE 169 Nepal, Bhutan and Pakistan. Note. 'A very variable species.",flowers pale yellow or white
2. Cirsium  eriophoroides  (Hook.f.)  Petrak  in  Bail.  Bot.  78:  9.  1912.  Cnicus,12,"eriophoroides Hook.f., Fl. Brit. India 3: 363. 1881. Herbs, tall, stout; stems sparsely villous or cottony. Radical leaves pinnatifid, lobes broad, lobulate, petioled; cauline broad, ovate or ovate-lanceolate, sinuate-lobed, membranous, glabrous, cobwebby or setulose above, cottony or glabrate beneath. Heads solitary or clustered, 5.0-7.5 cm across, densely woolly. Involucral bracts lanceolate, ending in soft long spines; inner numerous, linear acuminate. Corolla ca 6.2 cm long. Achenes obovoid-oblong ca 5 mm long. Pappus brown ca 1.5 cm long. Fl. & Fr. Aug. - Sept. Distrib. India: E. Himalayas, Sikkim. China.",no flower colour mentioned
"3. Cirsium  falconeri  (Hook.f.)  Petrak  in  Feddes,  Repert.  9:  198.  1911.  Cnicus",12,"falconeri Hook.f., Fl. Brit. Ind. 3: 363. 1881. Cirsium verutum [auct. non (D. Don) Spreng.] Kitam. in Fl. E. Himali 330. 1966. C. involucratum (auct. non DC.) Kitam. in F. & Fl. Nepal Himal. 250. 1955 Cnicus involucratus [ auct. non (DC.)] Hook.f., Fl. Brit. India 3: 362. 1881. Herbs, very stout, tall, villous. Leaves membranous, setose and spinescent above, appressed cottony beneath; teeth and lobes spinescent; cauline large, broad, ovate or ovate-lanceolate, sinuate-lobed or subpjnnatidid. Heads 6-7.5 cm across, globose, subsolitary drooping, densely woolly. Involucral bracts lanceolate, all ending in a long slender, flexuous spine. Corolla 2.5 cm long. Achenes ca 5 mm long. Pappus ca 1.5 cm long. Fl. & Fr. June - Oct. Distrib. India: Himalayas, 3000-4500 m. Jammu & Kashmir, Himachal Pradesh, Uttar Pradesh and Sikkim. Nepal, Bhutan, Myanmar and S. Tibet. _ Note. Kitamura & Gould [in Hara (ed.) Enum. Fl. PI. Nepal 3: 146. 1982] observe Cirsium falconeri as recognised here is a very variable species. Plants from Kashmir have leaves which are strongly spinescent above, tomentose beneath, with lobes 170 FLORA OF INDIA [VOL. 12 terminating in spines 1.5-2.5 cm long. The involucres are woolly and densely covered in long yellow spines. Plants from the eastern Himalayas have leaves which are often sparsely spinescent above and with shorter spines on the lobes. Tomentum is sometimes absent from leaves and involucres, and involucral spines vary in length and density. The amount of variation suggests that several species may be involved and further study is required"".",no flower colour mentioned
"4. Cirsium  interpositum  Petrak  in  Feddes,  Rep.  43: 283.  1838.  Cnicus  griffithii",12,"Hook.f., Fl. Brit. India 3: 363. 1881. Cirisium lepskyi Petrak in Feddes, Repert. 9: 197.",no flower colour mentioned
1911. Khasi:  Soh-chila;  Nep.:  Sumori-kaura.,12,"Herbs, robust; stems cottony. Cauline leaves pinnatifid; lobes lanceolate, acute, spinescent, setulose above, white appressed tomentose beneath. Heads crowded, ca 5 cm across, glabrous. Outermost involucral bracts short with acicular points; the rest linear, wavy, aristate or acuminate, quite glabrous. Corolla ca 3 cm long. Achenes 5 mm long. Pappus ca 2.5 cm long. Fl. & Fr. June - Sept. Distrib. India: 1800 m. Arunachal Pradesh and Manipur. Tender shoots and the aromatic seeds are eaten.",no flower colour mentioned
5. Cirsium shansiense Petrak in Mitt. Thuring. Bot. Ver.  n.f.  1: 176.  1943.  Cnicus,12,"sinensis (chinense) (Gard. et Champ.) C.B. Clarke, Comp. Ind. 219. 1876; Hook.f., Fl. Brit. India 3: 364. 1881. Herbs, 1-2 m tall, stiff, glabrous or slightly pubescent, fastigiately branched above; branches slender, erect. Leaves many, linear oblong or lanceolate, 5-12.5 cm long, narrow, sinuate lobed; lobes bearing 2-3 spines spinulose at sinus, ciliate and spinescent, smooth or scaberulous above, of smaller leaves recurved at margins, sessile. Heads solitary, ca 2.5 cm across, glabrous or cottony. Involucral bracts very numerous, appressed; outer oblong, obtuse or tips spinulose; inner linear with inflexed, acute tips. Corolla purple ca 1.6 cm long. Achenes ca 4 mm long. Pappus ca 8 mm long. Fl. & Fr. June - Aug. Distrib. India: Meghalaya. Myanmar and China. 1995] ASTERACEAE 171",corolla purple
"6. Cirsium verutum  (D. Don) Spreng., Syst. Veg.  3: 370.  1826. Cnicus verutus D.",12,"Don, Prodr. Fl. Nepal. 167. 1825. Cirsium involucratum ex D C , Prodr. 6: 639. 1838. C. involucratum DC. var. horridum (Hook.f.) Balakr., Fl. Jowai 1: 256. 1981. Cnicus involucratus (DC.) Hook.f. var. horrida Hook.f., Fl. Brit. India 3: 362. 1881. Herbs, erect, 0.3-1.8 m tall, stout, branched above. Radical leaves pinnatifid to middle or deeper, ca 30 cm long setulose above, white tomentose beneath, teeth and lobes spinescent; cauline broader, ovate or lanceolate, cordate-amplexicaul, pinnatifid. Heads solitary or fascicled, 3.5-6.0 cm across, inclined, involucrate. Involucral bracts glabrate, ending in slender, erect or subrecurved spines, or a few innermost linear acuminate. Corolla ca 2.5 cm long, glabrous. Achenes, obovoid-oblong, ca 5 mm long. Pappus brown ca 1.5 cm long. Fl. & Fr. Aug. - Dec. Distrib. India: Himalayas, in pine forests, open wastelands and grasslands, 1200- 4000 m. Jammu & Kashmir, Himachal Pradesh, Uttar Pradesh, Sikkim and Meghalaya. Note. Hook.f. (1881) described the variety horrida on the basis of densely setulose and strong spines on leaves.",no flower colour mentioned
"7. Cirsium wallichii D C ,  Prodr. 6: 643. 1838.  Cnicus arachnoideus  Wallich,  Cat.",12,"99. n. 2891. 1831 (nom. nud.). C. cernuus Wallich, Cat. 99 n. 2892. 1831. (nom. nud.). Cirsium nepalensis D C , Prodr 6: 642. 1838. Cnicus argyracanthus var. nepalensis (DC.) C.B. Clarke, Comp. Ind. 218. 1876. Cnicus wallichiii (DC.) C.B. Clarke Comp. Ind. 219. 1876. C. wallichii war. nepalensis (DC.) Hook.f., Fl. Brit. India 3: 364. 1881. C. wallichii var. cernua Hook.f., Fl. Brit. India 3: 364. 1881. C. wallichii var. fasciculata Hook.f., Fl.Brit. India 3: 364. 1881. C. wallichii var. platylepis Hook.f., Fl. Brit. India. 3: 364. 1881. Herbs with spreading branches, 1-3.5 m tall, pubescent. Leaves sinuate pinnatifid; lobes spinescent, lobulate, spines very long and strong, glabrous or cottony or tomentose beneath, sessile. Heads 1.8-3.8 cm across, solitary, on naked, peduncled or sessile, fascicled, involucrate. Outer involucral bracts lanceolate, ending in spreading erect or recurved spines; inner with spreading or recurved, more or less dilated, lanceolate or ovate, scarious serrulate, acute or spinescent tips. Corolla ca 1.6 cm long, white, yellow or red. KEY TO THE VARIETIES Leaves usually cottony or tomentose beneath Leaves usually quite or nearly glabrous beneath 7.2. var. wallichii 7.1. var. glabratum 172 FLORA OF INDIA [V6L. 12 7.1. var. glabratum (Hook.f.) Wendelbo in Nytt Mag. B. 1: 67. 1952. Cnicus wallichiii DC. var. glabrata Hook.f., Fl. Brit. India. 3: 364. 1881. Fl. & Fr. June - Sept. Distrib. India: Himalayas, 1200-3500 m. Jammu & Kashmir. Afghanistan, China and Nepal. Note. Extremely variable species with as many as six varieties (Hook.f. 1881). However, the main distinguishing characters of some varieties being the spiny nature of the plants and density of tomentum on leaves, both these traits are influenced by the habitats in which they grow. Further no types could be procured for critical studies of these varieties. Under these circumstances some of the varities are merged. 7.2. var. wallichii Fl & Fr. June - Sept. Fig. 49. Distrib. India: Himalayas, up to ca 2200 m. Jammu & Kashmir, Himachal Pradesh and Sikkim, Nepal and Bhutan. EXCLUDED SPECIES Cirsium tibeticum Kitam. in Acta Phyt. Geobot. 15: 43.f.5.1953. Distrib. India: Himalayas. Sikkim. < Nepal, Bhutan and Tibet. Note. There is no specimen in Indian Herbaria.","corolla white, yellow or red"
