species_id,volume,stratum,qwen_free_text,qwen_category,raw_text_snippet,gold_free_text,gold_category,notes
"1875. C. sumatrana  Miq.,  Fl.  India  Bat.  1(2):  566.  1859;  Hiern  in  Fl.  Brit.",5,clear_yellow,flowers yellowish green,YELLOW,"India 1: 678. 1875. C. helferi Hiern in Fl. Brit. India 1: 679. 1875. Shrubs or trees, up to 25 m tall; young parts puberulous. Leaves up to 30 cm long; leaflets elliptic or oblong-lanceolate, 5-20 x 1-15 cm, entire, apex acuminate, rounded or cuneate at base, thin to coriaceous; domatia along the whole midrib; petiolule 3-6 mm long. Inflorescence axillary and pseudoterminal panicles ca 15 cm long, brownish ferruginous. Flowers yellowish green. Calyx pubescent, lobes triangular-ovate, sometimes slightly imbricate. Petals, if present, mostly auricled and unequal, ovate to elliptic. Disc annular, sometimes irregularly lobed, puberulous or glabrous. Stamens 8. Fruits capsular, pyriform 1-1.5 cm long. Seeds ellipsoid-globose. Fl. & Fr. : March - Sept. Distrib. India : Mizoram, Tripura, Meghalaya and Andaman & Nicobar Islands. Bangladesh, Myanmar, Thailand, Vietnam, Cambodia, Philippines, Malay Peninsula, Indonesia and China.",,,"AUTO-FLAG: abbreviated genus ('C.') - this is likely a duplicate identification-key stub, not the real species treatment; the full name may appear elsewhere in the volume"
"3. Polyalthia coffeoides (Hook. f. & Thomson) Thwaites, Enum. PI. Zeyl. 398.1864;",1,clear_yellow,flowers greenish yellow,YELLOW,"Hook. f. & Thomson in Fl. Brit. India 1: 62. 1872. Guatteria coffeoides Hook. f. & Thomson, Fl. Ind. 141.1855. Mai.: Villa; Tam.iAcevattai, Nedumarai. Trees, spreading, 18 - 25 m tall; crown subglobose; young brandies tomentose when young, glabrous later. Leaves elliptic-lanceolate or oblong-lanceolate, rounded or slight­ ly cuneate at base, long-acuminate at apex, slightly undulate along margins, 10 - 27 x 3.5 8.5 cm, glabrous, pellucid-dotted; lateral nerves 10 14 pairs, raised beneath; petioles ca 1 cm long, glabrous. Flowers solitary, extra-axillary or sometimes fasdded 1993] ANNONACEAE 271 on woody tubercles on trunk, greenish yellow; pedicels 1 - 4 cm long, slender, pubescent; bracts basal, ca 1 mm long, tomentose. Sepals 3, suborbicular, 2 3 mm across, tomentose. Petals 6 (3 + 3), greenish yellow, outer petals oblong-lanceolate, slightly clawed at base, acute, 2.5 - 5.5 x 0.5 - 0.8 cm, subequal, thickly coriaceous, glabrous; inner ones narrower. Stamens numerous, ca 1 mm long; connectives subglobose at top. Carpels oblong, broad at base, 3-4 mm long, densely pubescent; style short, linear, curved; stigma simple, capitate; ovule 1 in each locule. Ripe carpels many, ovoid, ellipsoid, obtuse, apiculate or slightly beaked, 2 - 3 x 1.5 cm, glabrous, dark purple; stalks 1 -1.5 cm long, woody, stout. Seed 1, broadly ovoid, grooved. Fl. March - Nov.; Fr. July - Aug., Jan. - Feb. Distrib. India: Evergreen subtropical forests, 500 -1500 m. Tamil Nadu, Karnataka and Kerala. Sri Lanka. Notes. Bark used for making ropes. The fruiting periods given above are from herbarium specimens, probably there are two flushes of flowering. This needs futher observations in the field.",,,
"8. Sterculia kingii Prain in J. Asiat. Soc. Beng. 73, n.s. 295:192.1904.",3,clear_yellow,flowers yellow,YELLOW,"Nep.: Chiwaripat. Small, soft-wooded trees; bark greyish. Leaves simple, 10 - 25 x 5 - 1 1 cm, broadly elliptic-obovate, lanceolate, rounded at base, abruptly acuminate at apex, entire, gla- brescent; petioles 3 - 4 cm long, pubescent; stipules ovate, ferruginous hairy. Flowers yellow, in axillary panicles or racemes at the ends of drooping branchlets. Calyx 1.2 - 1.7 cm long, membranous, pilose; very short; lobes linear-lanceolate, hairy, spreading, margins thickened, sparsely pubescent. Male flowers: staminal column 3 - 4 mm long, curved downwards with a group of 2-loculed anthers. Female flowers: ca 2 mm long on equally long gynandrophore, hairy with 5 pairs of sterile anthers at base; styles as long as ovary, slightly curved downwards; stigmas 5-fid. Follicles 4 - 5,6 -11 x 1.5 - 2 cm, hairy outside. Fl. & Fr. May - June. Distrib. India: West Bengal (Darjeeling), Sikkim and Nagaland. Bhutan. 1993] STERCULIACEAE 467 1 cm 3 cm Fig. 129. Sterculia khasiana King ex Debbarman: a. flowering part of branch; b. inflorescence; c. flower. 468 FLORA OF INDIA [ VOL. 3",,,
"2. Averrhoa carambola L., Sp. PI. 428.1753; Edgew. & Hook. f. in Fl. Brit. India  1:",4,clear_yellow,flowers in different shades of orange and yellow,YELLOW,"439.1874. Trees, ca 14 m high;branches often drooping; branchlets hispid. Leaves 3-5 pairs; rachis up to 20 cm long; leaflets acute to acuminate, ca 10 x 4 cm, glaucous beneath; nerves 4 - 10 pairs. Panicles axillary, ascending, up to 7 cm long. Flowers heterodisty- lous; pedicels 3 - 6 mm long, articulate 1-2 mm below calyx. Sepals ca 4 x 2 mm, bright red. Petals ca 8 x 2 mm. Stamens 10,5 shorter stamens anantheriferous or sometimes 1 or 2 of these longer and antheriferous. Ovary elliptic, up to 2.5 mm long; ovules 3 - 5 per locule. Fruits ca 12 x 5 cm, covered by a fleshy aril; seeds up to 10, ca 12x5 mm. Fl. &Fr. May - August. Distrib. India: Cultivated; Maharashtra, Bihar, Orissa, W. Bengal, Assam, Tamil Nadu and Kerala, also in some other states. Notes. Fruits are edible, fresh or pickled. TROPAEOLACEAE (M.K. Manna) Herbs, succulent. Leaves alternate (rarely opposite), peltate, orbicular, 6.5 cm across; pedicels 20 cm or more long. Flowers ca 3 cm long. Sepals 5,10 - 15 mm lone connate at base, usually petaloid, posterior sepals produced below into a long pointed spur. Petals 5, oblanceolate to orbicular, 3 cm long. Stamens 8, in two rows of four, free- anthers 2-celled, basifixed. Ovary 3-lobed, placentation axile; style apical, simple. Mexico to temperate S. America; ca 92 species, one genus and one species in India. Literature. LINNAEUS, C. (1753) Sp. PI. 428; WOODROW (1910) Gard. Trop. (ed. 6). 206; SAULIERE (1914) List n. 720; BAILEY (1917) Encycl. Hort. 3369. Tropaeolum L. Herbs, succulent, tuberous, with watery juice, climbing by sensitive petioles. Leaves alternate, peltate. Flowers solitary. Calyx 5, produced into a short or long spur below; lobes imbricate. Corolla 5, upper 2 often different from lower 3, clawed, inserted on calyx. Anthers 8, basifixed; filaments filiform. Ovary 3-carpellate; style simple; stigma 3-lobed. Tropaeolum majus L., Sp. PI. 345.1753; Bailey, Man. Cult. PI. 602. f. 99.1949. Stems branched, climbing. Leaves peltate, 7-9 cm across; petioles 7 - 1 9 cm long. Flowers ca 3 cm long, in different shades of orange and yellow. Sepals 5, 10 - 15 mm long, connate at base, usually petaloid, posterior ones produced below into a long pointed spur. Petals 5, oblanceolate to orbicular, entire or undulate; anterior 3 small or usually clawed, claws with ciliate margins at base; posterior 2 perigynous and large, situated and attached to base of spur. Stamens, 8 in two rows on each side of ovary; anthers basifixed, 2-celled, oblong, 3 mm long. Ovary 3-lobed, 3-locular; ovules pendu- lous, one in each locule; placentation axile; style apical, simple; stigma 3,unequal, linear. Fl. &Fr. Dec. -Jan. Cultivated as an ornamental plant. RUTACEAE (K. Narayanan Nair & M.P. Nayar) Trees, shrubs, or sometimes woody climbers, or rarely herbs, often armed with seines or prickles, aromatic, glandular with pellucid glands containing fragrant essential oil- wood often yellowish. Leaves exstipulatc, alternate, opposite or whorled, pinnately \ compound, digitately trifoliolatc, pinnatisect, uni- or bifoliolate, or simple, pellucid eland-dotted throughout or along margins of leaf/leaflet blades; petioles often articulated at base of blade (mostly as in unifoliolate leaves), cylindric, marginate, or sometimes winged. Inflorescences terminal and/or axillary, paniculate, cymose, racemose, or rarely of solitary flower. Flowers bracteate, bracteolate, bisexual and/or functionally unisexual (mostly polygamous), more usually hypogynous, regular, or rarely irregular, often fragrant. Sepals 5 or 4, rarely 2 or 3, seldom undifferentiated, distinct or connate at base, usually imbricate, rarely valvate. Petals generally as many as and alternate with sepals, distinct, or rarely connate into a tubular corolla, imbricate or sometimes valvate, variously coloured as greenish, white, cream, yellow, or purplish, glandular or not, rarely absent. Stamens usually twice as many as the petals, generally obdiplostemonous, sometimes as many as or, 3 or 4 times as many as petals, or rarely even up to 60, sometimes one whorl sometimes tctrasporangiate, irregularly polyadelphous; anthers dithecous, monadelphous or dehiscing by longitudinal slits, often dorsifixed; connectives usually gland-tipped; pollen grains (2-) 3 - 6 (-8)-colporate, binuclcatc or rarely trinuclcatc. Disk nectariferous, intrastaminal, annular or cupulate, sometimes modified into a more or less elongated gynophore, rarely obsolete. Gynoecium of (2) 4 or 5, or rarely up to 20 carpels or sometimes only one carpel completely united to form a compound, multilocular, entire or apically indented ovary with terminal, single style, or only partly united at base or free with coherent styles, or rarely septa of carpels incompletely united into ;• unilocular ovary with intruded parietal placentae or sometimes reduced as pistillodes; ovules t or 2, or rarely many in each locule, superposed, collateral or rarely biseriate. Fruits of various types, capsular, follicular, baccate, drupaceous or hespiridia; seeds 1 or 2, or many per Iruit, variable in size, shape and colour; cotyledons large, straight or curved, convolute or conduplicate; endosperm more or less abundant or rarely wanting. filaments distinct or to staminodes; reduced Chromosome ; no. x Tropical, subtropical and warm temperate regions of the world, but most abundant in and zones of the southern hemisphere in Australia and S. Africa: ca 150 genera and ta 1600 species, 27 genera and 76 species in India, of which Rum, Severenia, Tripliasia and some species of Citrus are cultivated and getting naturalized; 8 species which are occasionally but exclusively cultivated in India are treated separately. notes. The family Rutaceae is of great economic importance as the source of citrus the mils ot commerce such as the citrons, lemons, limes, oranges, pomelos (all from 260 FLORA OF INDIA [VOL.4 genus Citrus), the kumquat (Fortunelld), and the trifoliolate orange (Poncirus). The aromatic herb, the 'common rue' (Ruta), has traditionally been known in popular medicine. The curry leaf plant (Murraya koenigii) is grown in several countries for its aromatic leaves that are esteemed in cooking and medicine. The East Indian satinwood tree (Chlowxylon swietenia) and several other trees {e.g. Vepris bilocularis) are valued for their timber. The Indian bael fruit tree (Aegle mamielos) and the wood apple (Limonia acidissitna) provide edible fruits which possess high medicinal properties. The wampee {Clausena lansium) is widely cultivated in many tropical and subtropical countries including India for its delicious fruits. Rutaceae also includes many ornamen- tal plants such as Calodendrum capense, Choisya ternata, Dictamnus albus (dittany), Murrayapaniculata (orange jasmine), Triphasia trifolia (Chinese lime berry) and Sever- inia buxifolia (box orange) which are cultivated for their glossy green foliage, sweet- scented flowers or bright attractive fruits. Rutaceae is a heterogeneous family comprising various divergent groups, some of these with many unusual or exceptional characters. It is rather difficult to link Rutaceae with any particular related family. But, it has generally been believed that morphologi- cal, phytochemical, anatomical and palynological evidences show closer relationships with the Simaroubaceae,Meliaceae,Burseraceae and Anacardiaceae. The most important and diagnostic character of the Rutaceae is the presence of pellucid gland dots in leaves, floral parts and fruits. These oil dots are lysigenous in origin and more usually they contain aromatic etherial oils or sometimes oil cells or scattered resin cells. It is considered that the Rutaceae comprises 7 subfamilies and 12 tribes. In the present treatment Engler's (1931) classification is followed for the subfamilies Rutoideae, Flindersioideae and Toddalioideae while that of Swingle (1967) for the subfamily Aurantioideae. Literature. CHAKRABORTY,D.P. (1964). Family Rutaceae : a biochemical systematic viewpoint. Bull.Bot.Soc. Bengal 18:103-118. DASILVA,M.F.,G.F.DAS,& F.EHRENDORFER (1988).Chemosys- tematics ofthe Rutaceae : suggestions for a more natural taxonomyand evolutionary interpretations of the family. PI.Syst.Evol. 161:97-134. ENGLER, A.(1931).Rutaceae.in ENGLER & PRANTL, (continued by HARMS,H.) Nat. Pflanzenfam. ed.2,19a : 187-358. PAKRASHI,S.C.(1964).VersatilityoffamilyRutaceae inproducingalkaloids. Bull.Bot.Soc.Bengal 18:119-134. STONE,B.C. (1976) Rutaceae in: WHITEMORE, T.C. (ed.),Tree flora of Malaya 1:367-387. STONE, B.C. (1985). Rutaceae. in: DASSANAYAKE, M.D. (ed.), A revised handbook to the flora of Ceylon 5: 406-176. STONE, B.C. & T.G. HARTLEY (1994). Supplement to the Rutaceae in peninsular Malaysia. Gard. Bull. Straits Settlem. 34: 121-140. SWINGLE, W.T.( 1944).The botany of Citrus and its wild relatives ofthe orange subfamily (Family Rutaceae, subfamily Aurantioideae).in:WEBBER,H J.&L.D.BATCHELOR (ed.),TheCitrusIndustryl: 129-474. SWINGLE, W.T. & P.C.REECE (1967). The botany of Citrus and its wild relatives ofthe orange subfamily (Family Rutaceae, subfamily Aurantioideae) in REUTHER,W., WEBBER, H J . & L.D. BATCHELOR (ed.), The Citrus Industry 1:190-430. TANAKA,T. (1930). Enumeration of Indian speciesof Rutaceae -Aurantioideae 1997] RUTACEAE 261 „ „ of Rutaceae • • Aurantiacearum VI). J. Bot. 68: 225-236. TANAKA.T. (1936). The taxonomy and nomenclature . ™a<- - Aurantioideae. Blumea 2: 101-110. TANAKA, T. (1937). Further revision of Rutaceae - t'oideae of India and Ceylon (Revisio Aurantiacearum VIII). J. Indian Bot. Soc. 16: 227-240. UMA e v i I M DANIEL&S.D.SABNIS (1990).ChemotaxonomyofsomeRutaceae. IndianJ.Bot. 13:23-28. WATERMAN, P.G. (1975). Alkaloids of the Rutaceae : their distribution and systematic significance. R - hem Syst.Ecol. 3:149-180. WATERMAN,P.G. (1990) Chemosystematics of the Rutaceae -Comments on the interpretataion of Da Silva & al. PI. Syst. Evol. 173: 39-48. KEY TO THE SUBFAMILIES la Carpels usually 4 or 5, often united onlybythe styles above but free below; fruits follicles or capsules,",,,
"20. Draba nemorosa L., Sp. PI. 643.1753. D. muralis auct. non L. 1753; Hook. f. &",2,clear_yellow,flowers yellow,YELLOW,"T. Anderson in Fl. Brit. India 1:144.1872. Herbs, slender, annual; stems erect, simple or branched, up to 25 cm high, leafy with stellate, furcate or simple hairs, glabrescent above. Basal leaves rosulate, oblong- obovate or elliptic-ovate, subsessile, obtuse at apex, remotely dentate or subentire, 8 - 30 x 3 - 15 mm; cauline leaves few, often remote or absent, clasping, ovate or oblong- ovate, sessile, cuneate at base, acute at apex, 3 - 6-dentate, 5 - 25 x 2.5 -12 mm; all leaves covered with rather long furcate or simple hairs. Flowers yellow, 25 or more, in ebracteate racemes; pedicels filiform, 5 - 1 0 mm long, 10 - 20 mm long in fruit, usually widely spreading or slightly recurved and ascending. Sepals oblong or ovate, obtuse at apex, ca 1.5 mm long, glabrous or slightly pubescent. Petals subemarginate at apex, ca 2 mm long. Stamens up to 1.7 mm long. Fruits ellipsoid-oblong, compressed, 5 - 8 x 2 - 2.5 mm, with short, simple and forked hairs, rarely glabrous or sparsely pubescent; stigma minute, subsessile. Seeds 16 - 20 in each locule, ovoid, ca 0.7 mm long, brown. Fl.&Fr. May-July. Distrib. India: Jammu & Kashmir. Iran, Turkey, China, Japan, Asia, Europe and N. America.",,,
19. Blumea  megacephala  (Randeria)  Chang  et Tseng  in Acta  Phyto.  Sin.,13,clear_yellow,corolla of bisexual florets yellow,YELLOW,"12(3): 310. 1974.fi. riparia (Blume) DC. var. megacephala Randeria in Blumea 134 FLORA OF INDIA [VOL. 13 10: 215. 1960. B. chinensis D C , Prodr. 5: 444. 1836 p.p. (non Conyza chinensis L.); Hook.f., Fl. Brit. India 3: 268. 1881. Scandent shrubs or undershrubs; stems 1-2.5 m tall, branched, woody at base, glabrate or sparsely puberulous in younger parts. Leaves obovate-oblong to elliptic-oblong, rounded at base, shortly acuminate, margins denticulate with rigid teeth, 2-12 x 1-5 cm, glabrate on both surfaces, shortly petioled. Heads in terminal or axillary panicles on long peduncle, 1.4-1.8 cm in diam. Involucral bracts almost equalling the florets, 1-10 mm long; outer bracts distinctly oblong- ovate, hairy on back; inner ones linear-oblong, scarious, sparsely, hairy. Receptacle flat, 2-5 mm in diam., hairy, corolla of bisexual florets yellow, tubular, 5-6 mm long, 5-lobed; lobes hairy; corolla of female florets filiform, 4.5-5.5 mm long, 2-4-lobed, occasionally pubescent on the lobes. Achenes pale brown, oblong, ribbed, pubescent, Pappus white, 4-6 mm long, copious. Fl. & Fr. Throughout the year. Distrib. India: Nagaland. China and Indochina.",,,
11. Cremanthodium  pseudo-oblongatum  R.  Good  in J.  Linn.  Soc.  Bot.,13,clear_yellow,flowers yellow,YELLOW,"48: 299. 1929. Herbs, up to 45 cm high; rootstock thick; stems striate, glabrous, covered with fibrous remains of the petioles at the base. Radical leaves oblong-elliptic, truncate, subacute, entire to subdentate, 6 x 3.5 cm, glabrous; petiole ca 3 cm long, slightly winged and sheathing at the base. Cauline leaves yellow, 4-5, elliptical to linear, sessile. Capitula radiate, hemispherical, mostly solitary, 6 cm in diam. Involucral bracts linear-lanceolate, ca 10 mm long. Ray florets yellow, ca 22 mm long; ray narrowly lanceolate, ca 20 mm, 3-dentate at the apex, ca 8-veined; tube ca 2 mm long. Disc florets numerous, tubular, upper 3/4 part sub cylindric. Pappus of white hairs, ca 7 mm long. Distrib. India: E. Himalayas, between 900-2600 m. Sikkim. S. Tibet.",,,
29. Ranunculus stewartii H. Riedl in Kew Bull. 34:364.1979.,1,clear_yellow,flowers yellow,YELLOW,"Herbs, perennial, 10 - 20 cm high; rhizome ca 5 mm thick, elongate, erect; stems single or paired, simple, erect, ascending, slender. Basal leaves ternate, 2 - 4 x 1.2 - 2.6 cm, obliquely truncate at base.*Cauline leaves decreasing in size, trifid; lobes oblong- lanceolate to oblong-obovate, dissected or slightly lobed. Flowers solitary, 2.3 - 3 cm across; peduncles pilose. Sepals broadly elliptic, broadly elliptic-lanceolate, subacute, 7 - 8 x 3.5 - 5 mm, hairy along margins. Petals broadly ovate, undulate along margins, 9 -12 x 12 -15 mm, yellow. Filaments subfiliform, ca 3 mm long; anthers ca 1.2 mm long. Receptacle ellipsoid, glabrous. Achenes broadly elliptic, subcompressed, 1 1.2 mm long, indistinctly marginate, on globose or subglobose heads. Fl. & Fr. Aug. - Sept. Distrib. India: W. Himalayas. Jammu & Kashmir. Endemic.",,,
"1874. Annual,  prostrate  or  decumbent  herbs,  20  -  40  cm  high;  stems  and  branches",3,clear_yellow,flowers yellow,YELLOW,"slender, terete, glabrous, usually reddish purple, rooting at basal nodes. Leaves 1 - 2.5 x 0.5 -1.5 cm, ovate to ovate-elliptic or elliptic-lanceolate, cuneate to attenuate or rounded at base, obtuse to rounded at apex, glabrous, glaucous beneath, laminar glands pale with a few black, large usually prominent ones beneath, intramarginal ones much denser, lateral veins 2 - 3 pairs, slender, depressed above, raised beneath; petioles 1-3 mm long. Flowers yellow, 1 - 3 in terminal and axillary, lax cymes, 4 - 10 mm across; pedicels 8 - 15 mm long, slender. Sepals 2.5 - 3.5 mm long, linear, lanceolate to oblong-lanceolate, acute, entire, punctate black gland-dotted, persistent. Petals ca 4.5 - 5 x 1 -1.5 mm, oblong-lanceolate to spathulate, subobtuse to obtuse at apex, entire, chartaceous, prominently veined, with or without punctate black or brown glandular along margins. Stamens numerous in 3 fascicles with ca 20 in each; filaments 3 - 3.5 mm 'ong> glabrous; anthers yellow, oblong, with or without gland-tipped connective. Ovary 1-5 - 3 mm long, ellipsoid, ellipsoid-oblong to subglobose; styles 3,1 -1.7 mm long, free, erect; stigmas capitate. Capsules 4 - 5 mm long, broadly ovoid to globose or ellipsoid- 76 FLORA OF INDIA [ VOL. 3 oblong, longitudinally vittate. Seeds numerous, ca 0.7 mm long, oblong, obtuse to rounded at ends; testa scalariform-reticulate. Fl. May - June; Fr. July - Sept. Distrib. India: In E. Himalayas between 1800 and 2200 m. Sikkim and West Bengal (Darjeeling). Nepal, Bhutan, Myanmar, China and Indonesia.",,,
"4. Portulaca quadrifida L., Mant. PI. 1:73.1767; Dyer in Fl. Brit. India 1:247.1874.",3,clear_yellow,flowers yellow,YELLOW,"Beng.: Nuniya, Chota luniya; Hindi: Chounlayi, Chotalunia, Lomiya, Khate chawal; Guj.: Luni, Jhiniluni; Kan.: Gooni Soppu, Hali dajjili, Hali bachchdi; Mai.: Neelakeera; Mar.: Khatechanval, Ranghol; Sans.: Laghulonina, Uppadyki; Tam.: Chinnaparuppukir- ai, Taraipsalai, Sirupasalai. Much branched herbs; branches up to 10 cm long, creeping, profusely rooting at nodes; nodes with a whorl of dense silvery white, ca 5 mm long hairs. Leaves fleshy, 0.6 - 20 x 0.8 - 7 mm, elliptic-cordate to ovate-lanceolate, acute at apex, entire. Flowers solitary, terminal on an infundibular receptacle, subtended by four leaves and encircled by hairs. Sepals ca 3 mm long. Petals 4, yellow, ca 5 x 4 mm, obovate. Stamens 8 or 12; filaments 3.5 mm long. Styles cylindrical with (3 -) 4(- 5) arms. Capsules 3.5 - 5 x 3 mm, obovate-conical; operculum to nearly 2/3 the length of capsule, shining, straw-yellow. Seeds many, 0.8 -1 mm in diam., dull black; testa cells elliptic, radially elongated, margins straight, surface converse or tubercled. Fl. & Fr. Throughout the year. 1993] PORTULACACEAE 7 Distrib. India: Ruderal, also in moist grasslands. Punjab, Uttar Pradesh, Bihar, Orissa, Madhya Pradesh, Rajasthan, Gujarat, Maharashtra, Andhra Pradesh, Karnata- ka, Tamil Nadu and Kerala. Pantropical (except Australia and Pacific, east of Samoa). Note. Very variable with regard to hairiness.",,,
3. Laggera  crispata  (Vahl)  Hepper  & Wood  in  Kew  Bull.  38:  83.  1983.,13,clear_redtype,corolla bluish-purple,PURPLE/BLUE,"Conyza crispata Vahl, Symb. Bot. 1: 71. 1790. Laggera pterodonta (DC.) Sch.-Bip. ex Oliver in Trans. Linn Soc. 29: 94. 1873; Hook.f., Fl. Brit. India Fig. 47. 3: 271. 1881. Herbs, annual or perennial, erect, much branched, strongly aromatic, viscid pubescent; stems tall, narrowly winged by the decurrent leaf bases, glandular hairy or densely pubescent; wings interrupted, oblong, dentate to pinnatifid. Leaves oblanceolate, obovate or oblong, shortly auriculate, apiculate, serrate-dentate, 2-15 x 0.3-5 cm, glandular, puberulous hairy; the upper ones sessile. Heads purplish, in terminal leafy corymbiform panicles, many on long peduncle, 0.5-0.7 cm. Involucre campanulate; involucral bracts 3-4-seriate, linear; outer oblong-spathulate, acuminate 3.5 x 0.7 mm, glandular hairy; inner ones oblong-lanceolate, acute, 7 x 0.7 mm, scarious, puberulous. Corolla of bisexual florets tubular, 5-8 mm long, 5-lobed; lobes bluish-purple, oblong. Anther base obtuse. Corolla of female florets 4.5-7 mm long, 0.2 mm across, minutely toothed. Achenes 0.8-0.1 cm long, faintly ribbed, hairy. Pappus white, 4-5 mm long. Fl. & Fr. Jan. - April. Distrib. India: ascending up to 1200 m. Himachal Pradesh, Uttar Pradesh, Arunachal Pradesh, Assam, W. Bengal, Orissa, Madhya Pradesh, Kamataka and Tamil Nadu. Sri Lanka, China, Myanmar and Africa.",,,
"2. Talinum Adans., nom. cons.",3,clear_redtype,flowers red-purple,RED,"Perennial herbs or shrubs with stout roots. Leaves alternate, spirally arranged, sometimes lower most opposite, linear to obovate, sessile or shortly petioled, exstipulate. Inflorescences terminal, corymbiform, thyrsoid, racemiform or paniculiform. Sepals free or shortly connate, ovate, deciduous. Petals 5, red-purple, withering or sometimes persistent. Stamens 5 - many. Ovary superior; styles 3-armed. Capsules globose or ellipsoid, mostly 3-valved or irregularly dehiscing. Seeds many, tuberculate or ribbed or smooth, shining, with caruncle. Native of America and South Africa, ca 50 species, a few species are now pantropi- cal. 2 species introduced and naturalized in India. Literature. NYANANYO, B.L. & J.D. OLOWOKUDEJU (1986). Taxonomic studies in the genus Talinum (Portulacaceae) in Nigeria. Willdenowia 15: 455 - 463. POELLNITZ, K.V. (1934). Monographic der Gatting Talinum Adans. Feddes Repert. 35:1 - 34. ROSE, J.N. & P.C. STANDLEY (1911). The genus Talinum in Mexico. Contrib. U.S. Natl. Herb. 13: 281 - 288. TOLKEN, H.R. (1969). The genus Talinum (Portulacaceae) in Southern Africa. Bothalia 10: 19 - 28. KEY TO THE SPECIES la. Leaf apex apiculate b. Leaf apex emarginate or mucronate",,,"AUTO-FLAG: possible genus-level header (epithet token='Adans.,', not lowercase) - likely describes the whole genus, not one species"
5. Garcinia atroviridis Griffith  ex T. Anderson in Fl. Brit. India  1: 266.1874.,3,clear_redtype,petals blood red,RED,"Trees, 12 - 18 m tall, graceful; branchlets robust, terete, smooth; bark black or blackish when dry. Leaves 12 - 25 x 5 - 8 cm, oblong-lanceolate, cuneate and narrowed into a marginated petiole at base, shortly acuminate at apex, thickly coriaceous, dark green, shiny, midrib prominent below, lateral veins ca 40, spreading, ca 4 mm apart, anastomosing near margin with a fine intramarginal vein; pedicels 15 - 25 mm long, reddish. Male flowers: sometimes panicled, on up to 17 mm long peduncles; pedicels 7 - 2 0 mm long, unequal. Sepals 4, fleshy, concave, subequal, outer pair 15 x 9.5 mm, orbicular or transversely oblong, inner pair 16 x 11 mm, broadly oblong or orbicular, margins thin, streaked with red inside. Petals 4, blood red, orbicular-obovate, concave, fleshy, apex recurved, larger than sepals. Stamens indefinite, forming a globose mass; 106 FLORA OF INDIA [ VOL. 3 filaments slender, inserted in whorls on a thin, annular, fleshy receptacle, almost equalling anthers; anthers narrowly oblong, bilocular, dehiscence longitudinal. Ru- dimentary styles cylindric; stigmas large, convex. Female flowers: Terminal, solitary, rarely paired, ca 3 cm in diam. similar to male flowers; pedicels ca 2.5 cm long; petals smaller; staminodes small, on a thin, fleshy, wavy annulus surrounding the ovary. Ovary oblong, smooth, subcylindric; stigmas fleshy, sessile, convex, edges undulate, deep red, minutely tubercled, broader than ovary, peltate. Berries 8 - 10 cm in diam. globular, yellowish-green, base slightly 9-sulcate, crowned by concave, ribbed stigma; outer rind firm textured; pulp thin, translucent, surrounding seeds. Distrib. India: Assam and Arunachal Pradesh. Myanmar, Thailand, Malay Peninsula and Malacca. Notes. The fruits are said to be edible; used as a fixative with alum in dyeing silk fabrics; the sour outer rind is used in preparation of curries. A decoction of leaves and roots is used in the treatment of ear aches.",,,
